label,youtubeid,spilt
playing_trumpet,TXOR-KJxJCI_000022_000032,train
headbanging,Bz8dSQIksZU_000000_000010,train
hopscotch,7dAJ5bRXQGg_000004_000014,train
ripping_paper,bOwaxYT1yqg_000005_000015,train
jumping_into_pool,vEeMF9-0Qos_000017_000027,train
drinking_beer,BLaqO5hZMx0_000022_000032,train
using_computer,7wTWucCrk00_000017_000027,train
reading_book,Hvq6C7Fc5sY_000006_000016,train
spray_painting,EhDCXb19PXk_000027_000037,train
ski_jumping,z-LwKDKxPM4_000021_000031,train
playing_guitar,mSZ3ZWn18RY_000069_000079,train
using_segway,7t_3AR35Ohk_000213_000223,train
massaging_back,rGBPCE_0bbg_000245_000255,train
high_kick,qYlsEuSxwvE_000022_000032,train
somersaulting,4KEY4CJzKYk_000022_000032,train
massaging_back,H5g-y8VsezA_000414_000424,train
climbing_a_rope,hE87RGO1eJQ_000028_000038,train
tossing_salad,M182cCHq9Zo_000081_000091,train
contact_juggling,_WmEv9UUSCA_000082_000092,train
counting_money,i5vbbuQZlLU_000021_000031,train
hula_hooping,j5UIigPTQNc_000044_000054,train
diving_cliff,mLmFz5bV1oU_000003_000013,train
golf_driving,dlJUZOoqKa0_000000_000010,train
shaving_head,ta1FM4Bx10s_000044_000054,train
shoveling_snow,_ob0b79jAcE_000063_000073,train
arranging_flowers,HEsu1HJEs-I_000004_000014,train
sailing,oFvj_zKtzUs_000015_000025,train
playing_basketball,zZg5F7BgRRQ_000076_000086,train
eating_ice_cream,iCYIxPBhE6w_000004_000014,train
riding_elephant,FXqOXLA0odc_000007_000017,train
spinning_poi,KFUy8ujqmsY_000087_000097,train
shooting_basketball,q8hRTqPNxek_000120_000130,train
drinking_beer,K13-ayt4K3s_000016_000026,train
blowing_glass,7qGG4hVQQIk_000019_000029,train
garbage_collecting,VYctVSN62gQ_000000_000010,train
tying_tie,KiUGL_oK3Q4_000055_000065,train
playing_didgeridoo,_KZ-p88F_fQ_000009_000019,train
shining_shoes,lmRYHrZLQEc_000020_000030,train
driving_car,dIjVZjBpwaM_000004_000014,train
applauding,oz97p-jRbug_000090_000100,train
side_kick,2QD0vQrI2yk_000063_000073,train
celebrating,DAIPSqW9EiQ_000160_000170,train
hurling_(sport),h50zOmJx-FE_000166_000176,train
playing_drums,6IizlpqphN8_000148_000158,train
bench_pressing,SvewEBSStUo_000001_000011,train
rock_climbing,bDbAt6Hvpp0_000019_000029,train
pull_ups,y44EgsB7pO4_000000_000010,train
doing_aerobics,TssS4VWHK34_000054_000064,train
bookbinding,OsKM4boQQO0_000080_000090,train
tossing_salad,AjZIH0bBiZ8_000108_000118,train
playing_basketball,L8NHB16OqzQ_000020_000030,train
tying_knot_(not_on_a_tie),dtmjKYw4Aqs_000010_000020,train
sticking_tongue_out,rTzBV4IC1R8_000114_000124,train
eating_spaghetti,YbKrKnwunZ8_000085_000095,train
rock_scissors_paper,ChmalIEG1E4_000011_000021,train
rock_scissors_paper,VcICL3csvb0_000049_000059,train
tap_dancing,tzcx-hhoKTg_000010_000020,train
playing_kickball,u4QwVHVbSZU_000007_000017,train
bowling,TWCLTgCOZPw_000003_000013,train
folding_napkins,TcZcofq6uVs_000068_000078,train
playing_volleyball,sEWx8FCRGn8_000005_000015,train
sneezing,ft4hDg776Mg_000121_000131,train
zumba,eGpz7zNEVEo_000030_000040,train
playing_controller,qrRF4SxtiY0_000057_000067,train
bungee_jumping,19w2nufRiT0_000074_000084,train
parasailing,_ScUZzqlNLI_000088_000098,train
blowing_nose,x5bd9KjTsE0_000007_000017,train
shredding_paper,XZTClcjr1EI_000038_000048,train
skiing_slalom,3M5k7Y41-3U_000015_000025,train
eating_hotdog,QE1qF8xCdcE_000079_000089,train
snorkeling,LrBkvo20LKw_000118_000128,train
sled_dog_racing,LqsE0z4iNWM_000000_000010,train
laughing,yIT59EODfqs_000035_000045,train
exercising_arm,JSGBozg36LA_000006_000016,train
motorcycling,hK6Z0yS6lcA_000017_000027,train
whistling,g5lIAyHsefg_000005_000015,train
weaving_basket,Imx693tj4yU_000418_000428,train
applying_cream,mIi7ohDfOEE_000032_000042,train
riding_a_bike,9XO9BRZLQwA_000095_000105,train
cleaning_toilet,5cTIQmDxzIQ_000294_000304,train
bookbinding,FX5MbB96vdU_000093_000103,train
throwing_ball,OD4pUXysrDM_000036_000046,train
making_sushi,J3KY3Qyr5G0_000002_000012,train
pushing_wheelchair,guaaXvj1018_000051_000061,train
riding_a_bike,-JS1xwedseo_000000_000010,train
driving_car,klzPaceweKc_000093_000103,train
carrying_baby,FxvCdImTpo4_000008_000018,train
digging,UISnLZNqIc4_000946_000956,train
punching_person_(boxing),aiYFaWIOG0k_000168_000178,train
triple_jump,Tjw3f5TBGSc_000001_000011,train
washing_feet,sT2zad2RZb0_000047_000057,train
frying_vegetables,dZumsPOuCBI_000102_000112,train
flying_kite,aCpBfMOPx-8_000317_000327,train
clay_pottery_making,XvydJnOoMfQ_000095_000105,train
egg_hunting,_nRALcEFFBk_000007_000017,train
swinging_legs,bml_vDP2RDE_000004_000014,train
playing_keyboard,uqiviJXM0PI_000003_000013,train
cracking_neck,BijYsyq0np0_000003_000013,train
tying_knot_(not_on_a_tie),ux6SrFObh1I_000003_000013,train
kitesurfing,8MgwM4WIV7o_000031_000041,train
cutting_watermelon,S3UlZRY8O9I_000089_000099,train
playing_ukulele,F7jOKFv2GCA_000003_000013,train
digging,I5Gf8O_uaic_000156_000166,train
texting,wT-RS5tFuZI_000041_000051,train
digging,ugiM0aUAkAU_000067_000077,train
springboard_diving,3D1hPX6WF1g_000005_000015,train
knitting,z1iDXtk37u4_000131_000141,train
crying,PIxO-FrWB8o_000252_000262,train
running_on_treadmill,AncgoXDu9y0_000022_000032,train
shearing_sheep,pJEe3y3kilU_000097_000107,train
capoeira,4xhFydIEBlc_000033_000043,train
shoveling_snow,4_a5TPjWIwg_000005_000015,train
juggling_balls,06afOWW4pJE_000031_000041,train
water_sliding,rD2LNVKmW5g_000002_000012,train
hurling_(sport),ustvtFANCU8_000009_000019,train
busking,YgppF4iI6GE_000037_000047,train
diving_cliff,rNEC4hWzdH0_000005_000015,train
playing_ukulele,kvotTs2bxxQ_000008_000018,train
eating_watermelon,uc4wRK8RpWs_000018_000028,train
peeling_apples,a5itMYVyMbE_000024_000034,train
playing_organ,fROvmuvhBAE_000019_000029,train
riding_camel,bZlk5ey_4vA_000711_000721,train
baking_cookies,uwx7sMtvR4k_000137_000147,train
bouncing_on_trampoline,LVlwsrunH1c_000199_000209,train
testifying,Nf2FX0XX0vg_000026_000036,train
cleaning_windows,-9QfMtbGuq0_000006_000016,train
mopping_floor,BgW7wFvwdl8_000042_000052,train
blowing_out_candles,iNaDG9Ab2qQ_000004_000014,train
laughing,pSVzzAze3rk_000089_000099,train
egg_hunting,U95h17D2EJ4_000011_000021,train
bartending,eBPGsCgwdc8_000036_000046,train
parasailing,msk7jLIVTjo_000268_000278,train
skiing_(not_slalom_or_crosscountry),ttyArv6c8Ko_000119_000129,train
drumming_fingers,9MY6sV9s6kw_000028_000038,train
kicking_field_goal,a7KPzFCgkiU_000014_000024,train
cooking_egg,9OcGr0Qwnvk_000053_000063,train
blowing_leaves,EWhbN-eHxcw_000009_000019,train
tasting_beer,ONUfcvmGk_M_000076_000086,train
shot_put,9hfHcum7xEo_000006_000016,train
cleaning_toilet,m5HhsrZObao_000003_000013,train
bartending,A0dxaHCdphI_000204_000214,train
playing_trumpet,KsOXv7HxRxY_000011_000021,train
mopping_floor,jgHYzuDU2Iw_000000_000010,train
playing_xylophone,GDd7pDYY0b0_000005_000015,train
cutting_watermelon,1n35sD1E8rM_000023_000033,train
playing_ice_hockey,_T4cu-SJPhU_000042_000052,train
canoeing_or_kayaking,y6JMnlix-vM_000046_000056,train
playing_saxophone,RyKX0J01aoU_000108_000118,train
motorcycling,0FFMSPWSKzU_000509_000519,train
sanding_floor,Lpufa4TA_3g_000013_000023,train
throwing_axe,2OeoJkg_UGU_000031_000041,train
shining_shoes,E5-nRti5VEg_000000_000010,train
hula_hooping,NyiTRMsTgMk_000096_000106,train
canoeing_or_kayaking,3nZhaCh-GUM_000050_000060,train
hugging,hFCzB_Ac9kw_000005_000015,train
changing_wheel,46snzh87QeY_000038_000048,train
flying_kite,FsedS6xvCBc_000109_000119,train
high_jump,vnxQmPipSAQ_000001_000011,train
eating_chips,ULCn3T5L-Z4_000060_000070,train
bench_pressing,GemwvMUb2EI_000018_000028,train
kicking_soccer_ball,1fzBa39yXFY_000010_000020,train
golf_putting,AZxSmsO2Fns_000009_000019,train
drawing,9vMbhS8ZCyI_000316_000326,train
cleaning_toilet,ijnPim1_BH4_000187_000197,train
applying_cream,ZM_rO3vZRFw_000015_000025,train
riding_or_walking_with_horse,X3wxLs1oTw0_000021_000031,train
fixing_hair,UYgKgcGzlPo_000069_000079,train
driving_car,-kEFEZEgY3k_000407_000417,train
crawling_baby,AT53qi3ip6g_000103_000113,train
playing_harmonica,hwoF8yK4DMc_000075_000085,train
shining_shoes,yIyX9PAO6_U_000239_000249,train
swing_dancing,4J-rw5BqIJ0_000024_000034,train
peeling_potatoes,6ux4TB40MnY_000027_000037,train
flipping_pancake,6Meh_V8E63U_000002_000012,train
marching,DOLqqMHi_Zo_000132_000142,train
playing_controller,MYxYVp3uHTM_000333_000343,train
cartwheeling,OGMpf6y4M9Y_000005_000015,train
beatboxing,Osre6prgIHk_000022_000032,train
jumpstyle_dancing,noasdVhGxQw_000003_000013,train
cracking_neck,UdBGNWYY-Ec_000004_000014,train
tai_chi,-BoxPG3qk5Q_000000_000010,train
kicking_soccer_ball,5krRERSDksE_000038_000048,train
vault,eJOiild9gHs_000121_000131,train
cleaning_floor,dkZ6jEyqJLU_000124_000134,train
spraying,3Jg-TvI0NvQ_000045_000055,train
making_tea,asounf7H-k8_000165_000175,train
contact_juggling,7yf6QzvAPqo_000000_000010,train
sword_fighting,_T2vY5oy42U_000001_000011,train
opening_bottle,mNrtarCN6S8_000008_000018,train
making_snowman,d-Z0fX_cwLM_000156_000166,train
applauding,Fpke4M0i2R0_000001_000011,train
hockey_stop,qDTxWRHp7_E_000012_000022,train
weaving_basket,cERz_8Fv0Aw_000067_000077,train
bookbinding,u_MxokgVZ0E_000028_000038,train
recording_music,r4qtIiCNUXI_000424_000434,train
tying_knot_(not_on_a_tie),xfZcVcr014A_000015_000025,train
waxing_legs,nzuOwSxI8xE_000353_000363,train
carving_pumpkin,3SlGExi8d7Y_000209_000219,train
taking_a_shower,ougt_kBrr2g_000007_000017,train
punching_person_(boxing),BGcunVjONKE_000270_000280,train
water_sliding,1__xUcSwKik_000177_000187,train
riding_elephant,TmDYvWAX_bg_000019_000029,train
sticking_tongue_out,lyKlhaen24U_000073_000083,train
crossing_river,Qz8Bu8si3AY_000057_000067,train
eating_cake,dpK13OAXDtQ_000002_000012,train
playing_recorder,RlH9ghwtzPs_000004_000014,train
shaving_head,qv0XgKp4Gi0_000092_000102,train
playing_kickball,HXnO0sbRhRI_000128_000138,train
faceplanting,367KCUMu3AU_000002_000012,train
celebrating,b5WTeVR9I-w_000172_000182,train
wrestling,9vHqlkSSNxI_000203_000213,train
pole_vault,aPWtChdm-No_000052_000062,train
ice_climbing,hNW4iN1jbMM_000048_000058,train
grinding_meat,rYnJ9wtJHKI_000035_000045,train
wrestling,bTrImJrqZl8_000035_000045,train
breading_or_breadcrumbing,TQDQHMeQxTM_000112_000122,train
headbanging,4Ux7BX3iOeI_000010_000020,train
barbequing,Cb7f_qi26Ls_000361_000371,train
clapping,oHXFhZtIOaI_000111_000121,train
celebrating,sdGieMiatSA_000005_000015,train
archery,reuXi12xzCM_000010_000020,train
playing_flute,2sdzRnLW7vQ_000032_000042,train
climbing_ladder,0ZBMjp4Ye0A_000020_000030,train
sled_dog_racing,SAoueYmibwU_000019_000029,train
skiing_crosscountry,xn78Ti4WnaM_000024_000034,train
skipping_rope,hdnxDIwQX2k_000111_000121,train
faceplanting,_q1Q1xDdmPE_000039_000049,train
kicking_soccer_ball,bBT4i7BLRw4_000021_000031,train
making_a_sandwich,HdIV20Cvof4_000166_000176,train
paragliding,rS7j6ZXL1oI_000015_000025,train
riding_scooter,K0h9L0ID5O4_000001_000011,train
washing_dishes,om1TK2kiQQM_000071_000081,train
waxing_back,YKJMn2pvRf0_000064_000074,train
country_line_dancing,r-oZZ1BfBWk_000243_000253,train
folding_paper,Efpkq_IBz0Q_000047_000057,train
somersaulting,Hb5Yw61FoM4_000002_000012,train
blasting_sand,_ZJ8kG5QYSI_000027_000037,train
springboard_diving,4crTKLF8olY_000032_000042,train
laughing,iTtDhcG_Aj0_000092_000102,train
waxing_eyebrows,3U9PcSj5je8_000056_000066,train
slapping,7Q0VF0Yb6ow_000000_000010,train
cooking_on_campfire,sKiicxDLbEo_000648_000658,train
bench_pressing,Qt8o771aNl4_000023_000033,train
strumming_guitar,Qbj4ochb2o8_000026_000036,train
tasting_beer,KF9x7ZLlReY_000191_000201,train
stretching_leg,Ak6IHdIjnVA_000026_000036,train
sharpening_knives,WF8gXOwPhnM_000027_000037,train
cleaning_floor,-jOqJwZ2SHI_000082_000092,train
catching_fish,nHTkq2B1aX8_000043_000053,train
massaging_legs,4WFDqyjyoAI_000086_000096,train
blowing_leaves,VsASNIEzYlI_000010_000020,train
biking_through_snow,XtUhrBS4WZk_000130_000140,train
arm_wrestling,rUDAscucBhs_000010_000020,train
riding_elephant,NlrJRKqPeQo_000000_000010,train
reading_book,iFwuHqIh6W4_000086_000096,train
juggling_soccer_ball,XWYi0bKQgtI_000369_000379,train
whistling,aQJ4_Vw7mZU_000019_000029,train
playing_cards,DgUaeW5dmjo_000112_000122,train
gargling,f7rxcunv4SU_000021_000031,train
eating_carrots,6K9J9NfvDjE_000053_000063,train
riding_mule,7xgt_prYsWs_000348_000358,train
cutting_watermelon,yE3nuaL6y90_000004_000014,train
push_up,dh7h-JxMpvE_000014_000024,train
waxing_chest,TV6lq15UR5A_000075_000085,train
washing_hair,Ie38f1PMdl0_000201_000211,train
feeding_goats,Mvrmt4zwMXk_000002_000012,train
pushing_cart,4jdEoXClemc_000018_000028,train
playing_volleyball,nvzkbpt9z7k_000002_000012,train
balloon_blowing,RRVPEF9GD1Y_000000_000010,train
skateboarding,SXjIhKfytv4_000252_000262,train
biking_through_snow,1cJotZEHIZM_000089_000099,train
diving_cliff,41fc7mzM3kM_000022_000032,train
sanding_floor,agoZFQly6Eo_000000_000010,train
giving_or_receiving_award,elPjat3g-J0_000677_000687,train
playing_tennis,XWPbVrwxI9s_000294_000304,train
disc_golfing,UJ0Hq6XH1Sk_000000_000010,train
hurling_(sport),lUUto7T0YF0_000134_000144,train
reading_book,fUTjT7YqBkA_000569_000579,train
waiting_in_line,1EHCGPgWchc_000017_000027,train
playing_cards,KpPvvTvH2Yk_000155_000165,train
hoverboarding,wdoXegtQXtM_000162_000172,train
shaving_head,z0ZcS9t_myA_000592_000602,train
canoeing_or_kayaking,4aMqO3a_T14_000112_000122,train
juggling_balls,m0SJByMLUwo_000000_000010,train
taking_a_shower,2QxSQSNjcBg_000026_000036,train
cleaning_pool,LE7SR17oGUc_000015_000025,train
frying_vegetables,dSSuXwEp5tk_000244_000254,train
bungee_jumping,di96QBbtFjU_000039_000049,train
massaging_person's_head,OOCsH1gCOBs_000229_000239,train
yoga,qU3TyJtjV2U_000066_000076,train
shooting_goal_(soccer),vMFepGVyaDw_000155_000165,train
kitesurfing,MEpSHeyvosU_000028_000038,train
stretching_arm,exFub0Ei5Z0_000001_000011,train
answering_questions,ZSTEV9l2qT8_000099_000109,train
javelin_throw,tPvPEghe21M_000004_000014,train
tasting_food,SKwZAL8znn0_000165_000175,train
using_segway,7nCXdz7k-l8_000026_000036,train
waxing_chest,48V87MjoyUk_000049_000059,train
flying_kite,SPueJulRMgI_000006_000016,train
tasting_beer,4FIzK-m681c_000012_000022,train
eating_ice_cream,hR0CTqVShsE_000007_000017,train
doing_aerobics,wl_uX0zhTdQ_000346_000356,train
scuba_diving,1hRhP8OpI2E_000141_000151,train
milking_cow,0n1We0bkcNw_000125_000135,train
pumping_gas,97hpDt016q4_000004_000014,train
exercising_with_an_exercise_ball,gGYw29h4eF4_000085_000095,train
clapping,AmpWTdipcJ0_000015_000025,train
cutting_nails,g61WNJkJpmE_000012_000022,train
singing,MEgXcctGvOk_000016_000026,train
skateboarding,cS2wj1V9Csg_000034_000044,train
catching_fish,DWJba0BwwHQ_000122_000132,train
shaking_hands,hFgCGFHYYfE_000000_000010,train
canoeing_or_kayaking,YWBbwB0B6VM_000198_000208,train
making_a_cake,ydV1Yzp0xM8_000178_000188,train
waiting_in_line,XzF9j9DAhLw_000000_000010,train
hammer_throw,sPNFvDHVux4_000016_000026,train
contact_juggling,FacCSZwYrK4_000000_000010,train
kissing,axsOTWP5IaI_000031_000041,train
sharpening_knives,txyXUXWybt4_000053_000063,train
mowing_lawn,rxEIJHjqnIE_000030_000040,train
bookbinding,273F_L2VRo8_000166_000176,train
playing_bagpipes,5EjYENi5EQM_000010_000020,train
triple_jump,G82DR46cl50_000020_000030,train
stretching_leg,TWFNrHy9Zy8_000100_000110,train
shearing_sheep,tSVSfGMzLQU_000027_000037,train
playing_recorder,NUOdmGBnvyo_000002_000012,train
ripping_paper,SsGAiov-9fg_000003_000013,train
throwing_axe,fqpQy98V_Cc_000000_000010,train
cartwheeling,gzK-C6csCDo_000046_000056,train
slacklining,Bv5eHkBdv6o_000028_000038,train
tickling,eCecvpDbS0E_000020_000030,train
grinding_meat,rl_R4_HVsJA_000014_000024,train
tapping_guitar,xIgYsO_a6KE_000010_000020,train
folding_clothes,53FvqTeDfgo_000000_000010,train
sharpening_knives,8z29qtUWwdU_000043_000053,train
catching_or_throwing_softball,pQ4OolKcUpA_000034_000044,train
canoeing_or_kayaking,-DgkEfCpQrI_000010_000020,train
kicking_soccer_ball,gzgBWPm9cus_000075_000085,train
juggling_soccer_ball,jDoQptPPO-A_000024_000034,train
mopping_floor,YJX4YriEYRg_000004_000014,train
dribbling_basketball,r6Ir9OGuzZs_000137_000147,train
counting_money,MmTJeDXDeWM_000000_000010,train
taking_a_shower,cKs0NlXWE4Y_000022_000032,train
playing_harmonica,6cHeg_xZARM_000044_000054,train
surfing_crowd,LDpkcI-hoFs_000001_000011,train
massaging_legs,OMpNbjyGmF4_000296_000306,train
unloading_truck,5EZwqDdmBNY_000001_000011,train
disc_golfing,ecMSTGIEMgw_000358_000368,train
high_jump,-xQtkrkZSJ0_000006_000016,train
drinking_beer,uJeqzNSHFQA_000000_000010,train
making_a_sandwich,HjLClKpYQuM_000001_000011,train
unloading_truck,M-xTZMXmrMk_000018_000028,train
mopping_floor,qdb6cRqc54g_000064_000074,train
cleaning_gutters,K6xNwLahgXw_000033_000043,train
playing_drums,qz5jJMiAbuw_000023_000033,train
tasting_beer,WnxZkH6S4Oc_000018_000028,train
playing_badminton,cj7ZQ7OdLgg_000096_000106,train
juggling_balls,I6csuhaQ10o_000013_000023,train
dodgeball,HF2nkSLVUHw_000078_000088,train
changing_oil,JgLByA_rGv0_000001_000011,train
counting_money,pH-XnfzebXM_000031_000041,train
water_skiing,BeAyeSk3dOo_000018_000028,train
massaging_feet,Pp-z0e48Sjg_000042_000052,train
taking_a_shower,I3chgkYDQvI_000002_000012,train
headbutting,w0npcQTO-Ig_000055_000065,train
playing_drums,Jsv6shGSlEc_000000_000010,train
vault,kltMofN7aGE_000000_000010,train
spray_painting,8BtDb_bd7OQ_000162_000172,train
tapping_pen,bLT1CcnwHRQ_000085_000095,train
side_kick,grdoEBLZoE4_000000_000010,train
yawning,exju-JSkZpE_000083_000093,train
eating_chips,vMDPG1OS-Kk_000000_000010,train
reading_book,eSd4esAvyHI_000059_000069,train
strumming_guitar,tYeB61Hrdcg_000004_000014,train
blasting_sand,BDLsv-zlIno_000030_000040,train
kicking_field_goal,9r1qtmdXo68_000038_000048,train
pushing_cart,IZj4ZbHkHGw_000026_000036,train
squat,BMwP2HljkYY_000003_000013,train
kicking_field_goal,NrjVBEfwbwA_000053_000063,train
counting_money,DxO8tW1YVz8_000032_000042,train
trapezing,Jjj-OsprzWI_000231_000241,train
paragliding,1Ep1RNI0b0U_000035_000045,train
setting_table,VBnHnP3_e6U_000058_000068,train
climbing_a_rope,LvcFDgCAXQs_000004_000014,train
bench_pressing,oWK1EtRuPP8_000000_000010,train
kicking_soccer_ball,25cEMtDhuw8_000130_000140,train
kicking_field_goal,x7B5d56iwiQ_000001_000011,train
playing_badminton,okpAZL73wFY_000001_000011,train
sign_language_interpreting,H--TB3aFpxY_000115_000125,train
making_pizza,q9AJTCf4Rhg_000012_000022,train
playing_bagpipes,eQw3KLQFZDw_000122_000132,train
high_jump,PT31wqbKzIo_000002_000012,train
using_remote_controller_(not_gaming),kWJTFxq7klA_000004_000014,train
jumpstyle_dancing,BCHQk8Ne9-o_000257_000267,train
laughing,PtPZqeKMwHA_000070_000080,train
sharpening_pencil,OmcLM9zio_Q_000010_000020,train
whistling,E-qOebFhK18_000138_000148,train
shaking_head,nDe1K3HFAYQ_000072_000082,train
faceplanting,UMAmMIkYoaY_000001_000011,train
folding_clothes,FdbS0DwuSiA_000000_000010,train
cartwheeling,v6D-qG5MlGI_000001_000011,train
triple_jump,p77EXI-aGck_000004_000014,train
diving_cliff,AB_y-Cse76w_000311_000321,train
cooking_sausages,35It-NgBD98_000178_000188,train
tickling,TFjJhOz_Qwk_000081_000091,train
ice_skating,BJX_0DARiDw_000207_000217,train
climbing_a_rope,kviMphRitQk_000047_000057,train
robot_dancing,OxkpU2lkjU8_000021_000031,train
folding_paper,cFfuaNCnKC8_000017_000027,train
squat,OuxYUdNFa70_000016_000026,train
marching,yOh6AF_lHaA_000400_000410,train
jetskiing,IRwAExGWLY0_000092_000102,train
trimming_trees,paYIYiJXe34_000072_000082,train
long_jump,OOrzM6o6ydM_000000_000010,train
spraying,ho7NTbX26bY_000060_000070,train
baby_waking_up,FVWHAKxYAnM_000098_000108,train
playing_xylophone,ePcIco8QccM_000017_000027,train
cheerleading,g3NYlhG-9Q0_000215_000225,train
barbequing,L8Q1r3sJRzw_000004_000014,train
tossing_salad,Vbvos_gHLFk_000144_000154,train
swimming_breast_stroke,Qa3fKRkB5nU_000020_000030,train
playing_bass_guitar,C9mgCJ3k_Os_000071_000081,train
bench_pressing,ydEzgNGyxIk_000003_000013,train
playing_controller,0s0Ipq_9D6Y_000215_000225,train
using_remote_controller_(not_gaming),HFpI31YZA6E_000011_000021,train
bookbinding,OvZBsYz2bZE_000102_000112,train
brushing_teeth,EWI5nka_-A0_000002_000012,train
country_line_dancing,HVQnIvfB8lk_000040_000050,train
sword_fighting,uFXkknUyhKE_000000_000010,train
stretching_leg,hxD3nlxLup0_000225_000235,train
trapezing,Uccb3WroOrI_000002_000012,train
archery,ikARHRCaq_k_000061_000071,train
recording_music,Vdn3xBOAVGE_000055_000065,train
bobsledding,wVYnvDv043U_000004_000014,train
parkour,JAN-I5i-rCI_000002_000012,train
exercising_with_an_exercise_ball,dSue9qpl83M_000133_000143,train
pumping_fist,R9ooq6EsmaU_000002_000012,train
sneezing,oPBib3hu4VQ_000008_000018,train
eating_carrots,dX-TQl3I84U_000039_000049,train
long_jump,-9jYaiV_-xw_000010_000020,train
drop_kicking,BxE_zhdiXas_000003_000013,train
